2016-12-10,rt-str,Tomato Basil With Rice,$7.75
2016-12-10,rt-str,Fresh Mozzarella & Tomato With Basil,$4.05
2016-12-10,rt-str,Turkey & Smoked Gouda,$4.15
2016-12-10,rt-str,Fresh Mozzarella & Avocado With Lemon Aioli,$4.05
2016-12-10,rt-str,Vegetarian Split Pea,$7.75
2016-12-10,rt-str,Pineapple ,$3.50
2016-12-10,rt-str,BBQ Sweet Potato Salad,$3.50
2016-12-10,rt-str,San Pellegrino Sparkling Water,$2.75
2016-12-10,rt-str,Fall Apple Slaw,$3.50
2016-12-10,rt-str,Ginger Ale,$2.15
2016-12-10,rt-str,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,rt-str,Diet Lemon Snapple,$2.15
2016-12-10,rt-str,Tuscan Chicken,$8.65
2016-12-10,rt-str,Pop 101 Baked Popcorn,$1.65
2016-12-10,rt-str,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,rt-str,Green Goddess Chicken Picnic Box,$5.50
2016-12-10,rt-str,Prosciutto and Mozzarella Picnic Box,$5.50
2016-12-10,franklin-s,Romaine,$4.95
2016-12-10,franklin-s,Southwestern Protein Box,$8.50
2016-12-10,franklin-s,H&H Tuna Salad Sandwich,$3.99
2016-12-10,franklin-s,Poland Spring Sparkling Raspberry Lime,$2.15
2016-12-10,franklin-s,Cajun Chicken & Avocado Cobb with Smoky Chipotle ,$8.25
2016-12-10,franklin-s,Tahini Chicken Protein Box,$8.50
2016-12-10,franklin-s,Poland Spring Water,$2.00
2016-12-10,franklin-s,Popcorners,$1.65
2016-12-10,franklin-s,Apple,$0.95
2016-12-10,franklin-s,Beef Chimichurri,$4.15
2016-12-10,franklin-s,Korean BBQ Beef over Kimchi Rice,$10.95
2016-12-10,franklin-s,Oatmeal Raisin Cookie,$1.40
2016-12-10,franklin-s,Chocolate Chip Cookie,$1.40
2016-12-10,franklin-s,"Fresh Mozzarella, Roasted Tomatoes & Arugula ",$3.50
2016-12-10,franklin-s,Baby Spinach,$4.95
2016-12-10,franklin-s,Deep River Potato Chips,$1.65
2016-12-10,franklin-s,Extra Crackers,$0.50
2016-12-10,franklin-s,Terra Chips,$1.95
2016-12-10,franklin-s,"Farro, Sweet Potato & Avocado with Savory Tahini",$8.25
2016-12-10,franklin-s,Green Goddess with Avocado Green Goddess Dressing,$9.49
2016-12-10,franklin-s,Simple Chicken Salad ,$3.50
2016-12-10,franklin-s,Organic Lemonade,$2.35
2016-12-10,franklin-s,Extra Croutons (2 scoops),$0.50
2016-12-10,franklin-s,Spicy Cajun Chicken,$3.99
2016-12-10,franklin-s,Grilled Chicken & Guacamole,$3.99
2016-12-10,franklin-s,Coke,$2.15
2016-12-10,franklin-s,Citrus Cup,$3.50
2016-12-10,franklin-s,Chicken Avocado with Cranberries & Walnuts with HH Vinaigrette,$8.25
2016-12-10,franklin-s,Harvest Apple Salad with Apple Cider Vinaigrette,$9.49
2016-12-10,franklin-s,Lemon Snapple,$2.15
2016-12-10,franklin-s,Chewy Marshmallow Bar With Brown Butter & Sea Salt,$2.50
2016-12-10,franklin-s,Fresh Mozzarella & Tomato With Basil,$3.99
2016-12-10,franklin-s,Half & Half,$2.35
2016-12-10,franklin-s,Diet Coke,$2.15
2016-12-10,franklin-s,Extra Seven Grain,$0.50
2016-12-10,franklin-s,Turkey & Avocado With Walnut Pesto,$3.95
2016-12-10,franklin-s,Sriracha Chicken,$3.89
2016-12-10,franklin-s,Holiday Turkey & Trimmings ,$4.15
2016-12-10,franklin-s,San Pellegrino Sparkling Water,$2.75
2016-12-10,franklin-s,Truffle Brownie,$1.80
2016-12-10,franklin-s,Balsamic Chicken & Avocado,$3.99
2016-12-10,franklin-s,Tuna Nicoise Protein Box,$8.50
2016-12-10,franklin-s,Extra Sourdough,$0.50
2016-12-10,franklin-s,"Grilled Chicken Caesar Saladwith Caesar dressing",$8.25
2016-12-10,franklin-s,Romesco Chicken & Artichoke with Spanish Romesco Dressing,$9.49
2016-12-10,franklin-s,Thai Chicken Satay Over Rice Vermicelli Noodles,$9.95
2016-12-10,franklin-s,Classic Black Tea,$2.35
2016-12-10,franklin-s,Mixed Greens,$4.95
2016-12-10,franklin-s,Poland Spring Sparkling Lemon,$2.15
2016-12-10,franklin-s,Turkey & Smoked Gouda,$4.09
2016-12-10,franklin-s,Fresh Mozzarella & Avocado With Lemon Aioli,$3.99
2016-12-10,franklin-s,Pineapple ,$3.50
2016-12-10,franklin-s,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,franklin-s,Fall Apple Slaw,$3.50
2016-12-10,franklin-s,Ginger Ale,$2.15
2016-12-10,franklin-s,Diet Lemon Snapple,$2.15
2016-12-10,franklin-s,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,franklin-s,Pop 101 Baked Popcorn,$1.65
2016-12-10,franklin-s,BBQ Sweet Potato Salad,$3.50
2016-12-10,fulton-str,Romaine,$4.95
2016-12-10,fulton-str,Italian Wedding Soup,$9.30
2016-12-10,fulton-str,H&H Tuna Salad Sandwich,$4.05
2016-12-10,fulton-str,Ten Vegetable,$7.75
2016-12-10,fulton-str,Turkey & Avocado With Walnut Pesto,$4.05
2016-12-10,fulton-str,Cajun Chicken & Avocado Cobb with Smoky Chipotle ,$8.25
2016-12-10,fulton-str,Heirloom Bean,$8.65
2016-12-10,fulton-str,Chicken Pot Pie,$9.30
2016-12-10,fulton-str,Poland Spring Water,$2.00
2016-12-10,fulton-str,Popcorners,$1.65
2016-12-10,fulton-str,Apple,$0.95
2016-12-10,fulton-str,Korean BBQ Beef over Kimchi Rice,$10.95
2016-12-10,fulton-str,Oatmeal Raisin Cookie,$1.40
2016-12-10,fulton-str,Chocolate Chip Cookie,$1.40
2016-12-10,fulton-str,"Fresh Mozzarella, Roasted Tomatoes & Arugula ",$3.50
2016-12-10,fulton-str,Baby Spinach,$4.95
2016-12-10,fulton-str,Green Chickpea Chili,$8.65
2016-12-10,fulton-str,Extra Crackers,$0.50
2016-12-10,fulton-str,Three Lentil Chili,$7.75
2016-12-10,fulton-str,Terra Chips,$1.95
2016-12-10,fulton-str,"Farro, Sweet Potato & Avocado with Savory Tahini",$8.25
2016-12-10,fulton-str,Holiday Turkey & Trimmings ,$4.15
2016-12-10,fulton-str,Poland Spring Sparkling Raspberry Lime,$2.15
2016-12-10,fulton-str,Simple Chicken Salad ,$3.50
2016-12-10,fulton-str,Organic Lemonade,$2.35
2016-12-10,fulton-str,Fall Apple Slaw,$3.50
2016-12-10,fulton-str,Spicy Cajun Chicken,$4.15
2016-12-10,fulton-str,Chicken And Black Bean Chili,$8.65
2016-12-10,fulton-str,Grilled Chicken & Guacamole,$4.05
2016-12-10,fulton-str,Coke,$2.15
2016-12-10,fulton-str,Citrus Cup,$3.50
2016-12-10,fulton-str,Chicken Avocado with Cranberries & Walnuts with HH Vinaigrette,$8.25
2016-12-10,fulton-str,Extra Croutons (2 scoops),$0.50
2016-12-10,fulton-str,Harvest Apple Salad with Apple Cider Vinaigrette,$10.25
2016-12-10,fulton-str,Lemon Snapple,$2.15
2016-12-10,fulton-str,Chewy Marshmallow Bar With Brown Butter & Sea Salt,$2.50
2016-12-10,fulton-str,Fresh Mozzarella & Tomato With Basil,$4.05
2016-12-10,fulton-str,Tahini Chicken Protein Box,$8.50
2016-12-10,fulton-str,Diet Coke,$2.15
2016-12-10,fulton-str,Extra Seven Grain,$0.50
2016-12-10,fulton-str,Winter Chicken,$9.30
2016-12-10,fulton-str,Sriracha Chicken,$4.05
2016-12-10,fulton-str,Chili Mac & Cheese,$10.15
2016-12-10,fulton-str,Green Goddess with Avocado Green Goddess Dressing,$10.25
2016-12-10,fulton-str,Black Lentil With Smoked Turkey,$9.30
2016-12-10,fulton-str,Ginger Ale,$2.15
2016-12-10,fulton-str,Poland Spring Sparkling Lemon,$2.15
2016-12-10,fulton-str,Chicken Vegetable With Couscous Or Noodles,$7.75
2016-12-10,fulton-str,Truffle Brownie,$1.80
2016-12-10,fulton-str,Balsamic Chicken & Avocado,$4.05
2016-12-10,fulton-str,Tuna Nicoise Protein Box,$8.50
2016-12-10,fulton-str,Extra Sourdough,$0.50
2016-12-10,fulton-str,"Grilled Chicken Caesar Saladwith Caesar dressing",$8.25
2016-12-10,fulton-str,Romesco Chicken & Artichoke with Spanish Romesco Dressing,$10.25
2016-12-10,fulton-str,Thai Chicken Satay Over Rice Vermicelli Noodles,$9.95
2016-12-10,fulton-str,Classic Black Tea,$2.35
2016-12-10,fulton-str,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,fulton-str,Mixed Greens,$4.95
2016-12-10,fulton-str,Deep River Potato Chips,$1.65
2016-12-10,fulton-str,Beef Chimichurri,$4.15
2016-12-10,fulton-str,Tomato Basil With Rice,$7.75
2016-12-10,fulton-str,Cream of Tomato with Chicken And Orzo,$9.30
2016-12-10,fulton-str,Turkey & Smoked Gouda,$4.15
2016-12-10,fulton-str,Fresh Mozzarella & Avocado With Lemon Aioli,$4.05
2016-12-10,fulton-str,Autumn Pumpkin Bisque,$9.30
2016-12-10,fulton-str,Pineapple ,$3.50
2016-12-10,fulton-str,BBQ Sweet Potato Salad,$3.50
2016-12-10,fulton-str,San Pellegrino Sparkling Water,$2.75
2016-12-10,fulton-str,Vietnamese Shrimp & Pork Noodle Soup,$9.30
2016-12-10,fulton-str,Traditional Sancocho (Dominican-Style Stew),$9.30
2016-12-10,fulton-str,Diet Lemon Snapple,$2.15
2016-12-10,fulton-str,Half & Half,$2.35
2016-12-10,fulton-str,Southwestern Protein Box,$8.50
2016-12-10,fulton-str,Pop 101 Baked Popcorn,$1.65
2016-12-10,fulton-str,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,fulton-str,Green Goddess Chicken Picnic Box,$5.50
2016-12-10,fulton-str,Prosciutto and Mozzarella Picnic Box,$5.50
2016-12-10,grand-centr,Southwestern Protein Box,$8.50
2016-12-10,grand-centr,Ten Vegetable,$7.75
2016-12-10,grand-centr,Deep River Potato Chips,$1.65
2016-12-10,grand-centr,Half & Half,$2.35
2016-12-10,grand-centr,Green Goddess Chicken Picnic Box,$5.50
2016-12-10,grand-centr,H&H Tuna Salad Sandwich,$4.05
2016-12-10,grand-centr,Spicy Chickpea With Lemon,$7.75
2016-12-10,grand-centr,Oatmeal Raisin Cookie,$1.40
2016-12-10,grand-centr,"Fresh Mozzarella, Roasted Tomatoes & Arugula ",$3.50
2016-12-10,grand-centr,Baby Spinach,$4.95
2016-12-10,grand-centr,Green Chickpea Chili,$8.65
2016-12-10,grand-centr,"Farro, Sweet Potato & Avocado with Savory Tahini",$8.25
2016-12-10,grand-centr,Holiday Turkey & Trimmings ,$4.15
2016-12-10,grand-centr,Simple Chicken Salad ,$3.50
2016-12-10,grand-centr,Spicy Cajun Chicken,$4.15
2016-12-10,grand-centr,Extra Crackers,$0.50
2016-12-10,grand-centr,New York Deli Reuben,$9.30
2016-12-10,grand-centr,Citrus Cup,$3.50
2016-12-10,grand-centr,Chicken Avocado with Cranberries & Walnuts with HH Vinaigrette,$8.25
2016-12-10,grand-centr,Spiced Chicken & Chickpea,$9.30
2016-12-10,grand-centr,Pasta E Fagioli,$7.75
2016-12-10,grand-centr,Lemon Snapple,$2.15
2016-12-10,grand-centr,Fresh Mozzarella & Tomato With Basil,$4.05
2016-12-10,grand-centr,Tahini Chicken Protein Box,$8.50
2016-12-10,grand-centr,Southwestern Shrimp & Roasted Corn Chowder,$10.15
2016-12-10,grand-centr,Turkey & Avocado With Walnut Pesto,$4.05
2016-12-10,grand-centr,Sriracha Chicken,$4.05
2016-12-10,grand-centr,Harvest Apple Salad with Apple Cider Vinaigrette,$10.25
2016-12-10,grand-centr,Campfire Vegetarian Chili ,$9.30
2016-12-10,grand-centr,Poland Spring Sparkling Lemon,$2.15
2016-12-10,grand-centr,Yukon Gold Potato With Four Cheeses,$9.30
2016-12-10,grand-centr,Chicken Vegetable With Couscous Or Noodles,$7.75
2016-12-10,grand-centr,Balsamic Chicken & Avocado,$4.05
2016-12-10,grand-centr,Tuna Nicoise Protein Box,$8.50
2016-12-10,grand-centr,Thai Chicken Satay Over Rice Vermicelli Noodles,$9.95
2016-12-10,grand-centr,Mixed Greens,$4.95
2016-12-10,grand-centr,Beef Chimichurri,$4.15
2016-12-10,grand-centr,Turkey & Smoked Gouda,$4.15
2016-12-10,grand-centr,Fresh Mozzarella & Avocado With Lemon Aioli,$4.05
2016-12-10,grand-centr,Vegetarian Split Pea,$7.75
2016-12-10,grand-centr,Pineapple ,$3.50
2016-12-10,grand-centr,San Pellegrino Sparkling Water,$2.75
2016-12-10,grand-centr,Fall Apple Slaw,$3.50
2016-12-10,grand-centr,Apple,$0.95
2016-12-10,grand-centr,Tuscan Chicken,$8.65
2016-12-10,grand-centr,BBQ Sweet Potato Salad,$3.50
2016-12-10,grand-centr,Romaine,$4.95
2016-12-10,grand-centr,Pennette alla Vodka,$8.65
2016-12-10,grand-centr,Cajun Chicken & Avocado Cobb with Smoky Chipotle ,$8.25
2016-12-10,grand-centr,Heirloom Bean,$8.65
2016-12-10,grand-centr,Chicken Pot Pie,$9.30
2016-12-10,grand-centr,Poland Spring Water,$2.00
2016-12-10,grand-centr,Popcorners,$1.65
2016-12-10,grand-centr,Korean BBQ Beef over Kimchi Rice,$10.95
2016-12-10,grand-centr,Chocolate Chip Cookie,$1.40
2016-12-10,grand-centr,Three Lentil Chili,$7.75
2016-12-10,grand-centr,Terra Chips,$1.95
2016-12-10,grand-centr,Green Goddess with Avocado Green Goddess Dressing,$10.25
2016-12-10,grand-centr,Organic Lemonade,$2.35
2016-12-10,grand-centr,Chicken Chili,$9.30
2016-12-10,grand-centr,Grilled Chicken & Guacamole,$4.05
2016-12-10,grand-centr,Coke,$2.15
2016-12-10,grand-centr,"Cauliflower, Fennel & Tomato",$8.65
2016-12-10,grand-centr,Chewy Marshmallow Bar With Brown Butter & Sea Salt,$2.50
2016-12-10,grand-centr,Cream of Tomato with Chicken And Orzo,$9.30
2016-12-10,grand-centr,Diet Coke,$2.15
2016-12-10,grand-centr,Extra Seven Grain,$0.50
2016-12-10,grand-centr,Poland Spring Sparkling Raspberry Lime,$2.15
2016-12-10,grand-centr,"Smoky Pepper, Shrimp And Orzo",$10.15
2016-12-10,grand-centr,Traditional Sancocho (Dominican-Style Stew),$9.30
2016-12-10,grand-centr,Roasted Vegetable & Lentil Chili,$7.75
2016-12-10,grand-centr,Truffle Brownie,$1.80
2016-12-10,grand-centr,Extra Sourdough,$0.50
2016-12-10,grand-centr,"Grilled Chicken Caesar Saladwith Caesar dressing",$8.25
2016-12-10,grand-centr,Romesco Chicken & Artichoke with Spanish Romesco Dressing,$10.25
2016-12-10,grand-centr,Diet Lemon Snapple,$2.15
2016-12-10,grand-centr,Classic Black Tea,$2.35
2016-12-10,grand-centr,Fall Apple Cheddar,$9.30
2016-12-10,grand-centr,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,grand-centr,Tomato Basil With Rice,$7.75
2016-12-10,grand-centr,Beef Barley,$10.15
2016-12-10,grand-centr,Classic Black Bean,$7.75
2016-12-10,grand-centr,Extra Croutons (2 scoops),$0.50
2016-12-10,grand-centr,Ginger Ale,$2.15
2016-12-10,grand-centr,Pop 101 Baked Popcorn,$1.65
2016-12-10,grand-centr,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,grand-centr,Prosciutto and Mozzarella Picnic Box,$5.50
2016-12-10,hudson-str,Romaine,$4.95
2016-12-10,hudson-str,Southwestern Protein Box,$8.50
2016-12-10,hudson-str,Fall Succotash,$8.65
2016-12-10,hudson-str,Deep River Potato Chips,$1.65
2016-12-10,hudson-str,Cajun Chicken & Avocado Cobb with Smoky Chipotle ,$8.25
2016-12-10,hudson-str,Heirloom Bean,$8.65
2016-12-10,hudson-str,Green Goddess Chicken Picnic Box,$5.50
2016-12-10,hudson-str,Poland Spring Water,$2.00
2016-12-10,hudson-str,Popcorners,$1.65
2016-12-10,hudson-str,Apple,$0.95
2016-12-10,hudson-str,Pineapple ,$3.50
2016-12-10,hudson-str,Korean BBQ Beef over Kimchi Rice,$10.95
2016-12-10,hudson-str,Oatmeal Raisin Cookie,$1.40
2016-12-10,hudson-str,Turkey & Avocado With Walnut Pesto On Ciabatta,$3.95
2016-12-10,hudson-str,"Fresh Mozzarella, Roasted Tomatoes & Arugula ",$3.50
2016-12-10,hudson-str,Baby Spinach,$4.95
2016-12-10,hudson-str,Green Chickpea Chili,$8.65
2016-12-10,hudson-str,Roasted Tomato Caprese,$3.95
2016-12-10,hudson-str,Extra Crackers,$0.50
2016-12-10,hudson-str,Extra Croutons (2 scoops),$0.50
2016-12-10,hudson-str,Terra Chips,$1.95
2016-12-10,hudson-str,"Farro, Sweet Potato & Avocado with Savory Tahini",$8.25
2016-12-10,hudson-str,Green Goddess with Avocado Green Goddess Dressing,$10.25
2016-12-10,hudson-str,Simple Chicken Salad ,$3.50
2016-12-10,hudson-str,Organic Lemonade,$2.35
2016-12-10,hudson-str,Poland Spring Sparkling Lemon,$2.15
2016-12-10,hudson-str,Spicy Cajun Chicken,$3.95
2016-12-10,hudson-str,Chocolate Chip Cookie,$1.40
2016-12-10,hudson-str,Coke,$2.15
2016-12-10,hudson-str,New York Deli Reuben,$9.30
2016-12-10,hudson-str,Citrus Cup,$3.50
2016-12-10,hudson-str,Chicken Avocado with Cranberries & Walnuts with HH Vinaigrette,$8.25
2016-12-10,hudson-str,Harvest Apple Salad with Apple Cider Vinaigrette,$10.25
2016-12-10,hudson-str,Lemon Snapple,$2.15
2016-12-10,hudson-str,"Cauliflower, Fennel & Tomato",$8.65
2016-12-10,hudson-str,Murray's Cheddar With Sweet And Spicy Pickles & Beer Mustard,$3.95
2016-12-10,hudson-str,Tahini Chicken Protein Box,$8.50
2016-12-10,hudson-str,Diet Coke,$2.15
2016-12-10,hudson-str,Extra Seven Grain,$0.50
2016-12-10,hudson-str,Poland Spring Sparkling Raspberry Lime,$2.15
2016-12-10,hudson-str,Holiday Turkey & Trimmings ,$9.30
2016-12-10,hudson-str,Coney Island Lager & Cheddar,$9.30
2016-12-10,hudson-str,Ginger Ale,$2.15
2016-12-10,hudson-str,"Grilled Chicken Caesar Saladwith Caesar dressing",$8.25
2016-12-10,hudson-str,Truffle Brownie,$1.80
2016-12-10,hudson-str,Balsamic Chicken & Avocado,$3.95
2016-12-10,hudson-str,Holiday Pumpkin Bisque,$9.30
2016-12-10,hudson-str,Extra Sourdough,$0.50
2016-12-10,hudson-str,Sriracha Chicken on Semolina,$3.95
2016-12-10,hudson-str,San Pellegrino Sparkling Water,$2.75
2016-12-10,hudson-str,Romesco Chicken & Artichoke with Spanish Romesco Dressing,$10.25
2016-12-10,hudson-str,Thai Chicken Satay Over Rice Vermicelli Noodles,$9.95
2016-12-10,hudson-str,Classic Black Tea,$2.35
2016-12-10,hudson-str,Fall Apple Cheddar,$9.30
2016-12-10,hudson-str,Mixed Greens,$4.95
2016-12-10,hudson-str,Prosciutto and Mozzarella Picnic Box,$5.50
2016-12-10,hudson-str,Avocado & Cucumber Tuna,$3.95
2016-12-10,hudson-str,Turkey & Smoked Gouda,$3.95
2016-12-10,hudson-str,Fresh Mozzarella & Avocado With Lemon Aioli,$3.95
2016-12-10,hudson-str,Chewy Marshmallow Bar With Brown Butter & Sea Salt,$2.50
2016-12-10,hudson-str,Tuna Nicoise Protein Box,$8.50
2016-12-10,hudson-str,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,hudson-str,Fall Apple Slaw,$3.50
2016-12-10,hudson-str,Traditional Sancocho (Dominican-Style Stew),$9.30
2016-12-10,hudson-str,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,hudson-str,Diet Lemon Snapple,$2.15
2016-12-10,hudson-str,Half & Half,$2.35
2016-12-10,hudson-str,Pop 101 Baked Popcorn,$1.65
2016-12-10,hudson-str,BBQ Sweet Potato Salad,$3.50
2016-12-10,den-,Romaine,$4.95
2016-12-10,den-,Southwestern Protein Box,$8.50
2016-12-10,den-,Cajun Chicken & Avocado Cobb with Smoky Chipotle ,$8.25
2016-12-10,den-,Tahini Chicken Protein Box,$8.50
2016-12-10,den-,Thai Chicken Satay Over Rice Vermicelli Noodles,$9.95
2016-12-10,den-,Poland Spring Water,$2.00
2016-12-10,den-,Popcorners,$1.65
2016-12-10,den-,Apple,$0.95
2016-12-10,den-,Korean BBQ Beef over Kimchi Rice,$10.95
2016-12-10,den-,Oatmeal Raisin Cookie,$1.40
2016-12-10,den-,Turkey & Avocado With Walnut Pesto On Ciabatta,$3.95
2016-12-10,den-,"Fresh Mozzarella, Roasted Tomatoes & Arugula ",$3.50
2016-12-10,den-,Baby Spinach,$4.95
2016-12-10,den-,Deep River Potato Chips,$1.65
2016-12-10,den-,Roasted Tomato Caprese,$3.95
2016-12-10,den-,Extra Crackers,$0.50
2016-12-10,den-,Terra Chips,$1.95
2016-12-10,den-,"Farro, Sweet Potato & Avocado with Savory Tahini",$8.25
2016-12-10,den-,Green Goddess with Avocado Green Goddess Dressing,$10.25
2016-12-10,den-,Simple Chicken Salad ,$3.50
2016-12-10,den-,Organic Lemonade,$2.35
2016-12-10,den-,Extra Croutons (2 scoops),$0.50
2016-12-10,den-,Spicy Cajun Chicken,$3.95
2016-12-10,den-,Chocolate Chip Cookie,$1.40
2016-12-10,den-,Coke,$2.15
2016-12-10,den-,Citrus Cup,$3.50
2016-12-10,den-,Chicken Avocado with Cranberries & Walnuts with HH Vinaigrette,$8.25
2016-12-10,den-,Harvest Apple Salad with Apple Cider Vinaigrette,$10.25
2016-12-10,den-,Lemon Snapple,$2.15
2016-12-10,den-,Chewy Marshmallow Bar With Brown Butter & Sea Salt,$2.50
2016-12-10,den-,Murray's Cheddar With Sweet And Spicy Pickles & Beer Mustard,$3.95
2016-12-10,den-,Half & Half,$2.35
2016-12-10,den-,Diet Coke,$2.15
2016-12-10,den-,Extra Seven Grain,$0.50
2016-12-10,den-,Poland Spring Sparkling Raspberry Lime,$2.15
2016-12-10,den-,Holiday Turkey & Trimmings ,$4.15
2016-12-10,den-,"Grilled Chicken Caesar Saladwith Caesar dressing",$8.25
2016-12-10,den-,Truffle Brownie,$1.80
2016-12-10,den-,Balsamic Chicken & Avocado,$3.95
2016-12-10,den-,Tuna Nicoise Protein Box,$8.50
2016-12-10,den-,Extra Sourdough,$0.50
2016-12-10,den-,Sriracha Chicken on Semolina,$3.95
2016-12-10,den-,San Pellegrino Sparkling Water,$2.75
2016-12-10,den-,Romesco Chicken & Artichoke with Spanish Romesco Dressing,$10.25
2016-12-10,den-,Green Goddess Chicken Picnic Box,$5.50
2016-12-10,den-,Classic Black Tea,$2.35
2016-12-10,den-,Mixed Greens,$4.95
2016-12-10,den-,Poland Spring Sparkling Lemon,$2.15
2016-12-10,den-,Avocado & Cucumber Tuna,$3.95
2016-12-10,den-,Turkey & Smoked Gouda,$3.95
2016-12-10,den-,Fresh Mozzarella & Avocado With Lemon Aioli,$3.95
2016-12-10,den-,Pineapple ,$3.50
2016-12-10,den-,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,den-,Fall Apple Slaw,$3.50
2016-12-10,den-,Ginger Ale,$2.15
2016-12-10,den-,Diet Lemon Snapple,$2.15
2016-12-10,den-,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,den-,Pop 101 Baked Popcorn,$1.65
2016-12-10,den-,BBQ Sweet Potato Salad,$3.50
2016-12-10,den-,Prosciutto and Mozzarella Picnic Box,$5.50
2016-12-10,rotech,Romaine,$4.95
2016-12-10,rotech,Southwestern Protein Box,$8.50
2016-12-10,rotech,H&H Tuna Salad Sandwich,$4.05
2016-12-10,rotech,Poland Spring Sparkling Raspberry Lime,$2.15
2016-12-10,rotech,Cajun Chicken & Avocado Cobb with Smoky Chipotle ,$8.25
2016-12-10,rotech,Tahini Chicken Protein Box,$8.50
2016-12-10,rotech,Thai Chicken Satay Over Rice Vermicelli Noodles,$9.95
2016-12-10,rotech,Poland Spring Water,$2.00
2016-12-10,rotech,Popcorners,$1.65
2016-12-10,rotech,Apple,$0.95
2016-12-10,rotech,Korean BBQ Beef over Kimchi Rice,$10.95
2016-12-10,rotech,Oatmeal Raisin Cookie,$1.40
2016-12-10,rotech,Chocolate Chip Cookie,$1.40
2016-12-10,rotech,"Fresh Mozzarella, Roasted Tomatoes & Arugula ",$3.50
2016-12-10,rotech,Baby Spinach,$4.95
2016-12-10,rotech,Deep River Potato Chips,$1.65
2016-12-10,rotech,Extra Crackers,$0.50
2016-12-10,rotech,Extra Croutons (2 scoops),$0.50
2016-12-10,rotech,Terra Chips,$1.95
2016-12-10,rotech,"Farro, Sweet Potato & Avocado with Savory Tahini",$8.25
2016-12-10,rotech,Green Goddess with Avocado Green Goddess Dressing,$10.25
2016-12-10,rotech,Simple Chicken Salad ,$3.50
2016-12-10,rotech,Organic Lemonade,$2.35
2016-12-10,rotech,Poland Spring Sparkling Lemon,$2.15
2016-12-10,rotech,Spicy Cajun Chicken,$4.15
2016-12-10,rotech,Grilled Chicken & Guacamole,$4.05
2016-12-10,rotech,Coke,$2.15
2016-12-10,rotech,Citrus Cup,$3.50
2016-12-10,rotech,Chicken Avocado with Cranberries & Walnuts with HH Vinaigrette,$8.25
2016-12-10,rotech,Harvest Apple Salad with Apple Cider Vinaigrette,$10.25
2016-12-10,rotech,Lemon Snapple,$2.15
2016-12-10,rotech,Chewy Marshmallow Bar With Brown Butter & Sea Salt,$2.50
2016-12-10,rotech,Fresh Mozzarella & Tomato With Basil,$4.05
2016-12-10,rotech,Half & Half,$2.35
2016-12-10,rotech,Diet Coke,$2.15
2016-12-10,rotech,Extra Seven Grain,$0.50
2016-12-10,rotech,Turkey & Avocado With Walnut Pesto,$4.05
2016-12-10,rotech,Sriracha Chicken,$4.05
2016-12-10,rotech,Holiday Turkey & Trimmings ,$4.15
2016-12-10,rotech,"Grilled Chicken Caesar Saladwith Caesar dressing",$8.25
2016-12-10,rotech,Truffle Brownie,$1.80
2016-12-10,rotech,Balsamic Chicken & Avocado,$4.05
2016-12-10,rotech,Tuna Nicoise Protein Box,$8.50
2016-12-10,rotech,Extra Sourdough,$0.50
2016-12-10,rotech,San Pellegrino Sparkling Water,$2.75
2016-12-10,rotech,Romesco Chicken & Artichoke with Spanish Romesco Dressing,$10.25
2016-12-10,rotech,Green Goddess Chicken Picnic Box,$5.50
2016-12-10,rotech,Classic Black Tea,$2.35
2016-12-10,rotech,Mixed Greens,$4.95
2016-12-10,rotech,Beef Chimichurri,$4.15
2016-12-10,rotech,Turkey & Smoked Gouda,$4.15
2016-12-10,rotech,Fresh Mozzarella & Avocado With Lemon Aioli,$4.05
2016-12-10,rotech,Pineapple ,$3.50
2016-12-10,rotech,Seafood Fra Diavolo Over Basil Orzo,$10.95
2016-12-10,rotech,Fall Apple Slaw,$3.50
2016-12-10,rotech,Ginger Ale,$2.15
2016-12-10,rotech,Diet Lemon Snapple,$2.15
2016-12-10,rotech,"Black Forest Ham, Murray's Cheddar & Beer Mustard  ",$4.15
2016-12-10,rotech,Pop 101 Baked Popcorn,$1.65
2016-12-10,rotech,BBQ Sweet Potato Salad,$3.50
2016-12-10,rotech,Prosciutto and Mozzarella Picnic Box,$5.50
2016-12-10,rockefeller-center,Seafood Jambalaya,$10.15
2016-12-10,rockefeller-center,Romaine,$4.95
2016-12-10,rockefeller-center,H&H Tuna Salad Sandwich,$4.05
2016-12-10,rockefeller-center,Ten Vegetable,$7.75
2016-12-10,rockefeller-center,Turkey & Avocado With Walnut Pesto,$4.05
